moisture_pct,protein_pct,water_activity,pH,sugar_pct,fat_pct,bake_temp_c,storage_temp_c,oxygen_barrier,shelf_life_days
30.817749813979233,12.346307982491432,0.7822536170341511,5.389867824171121,11.428473860737409,3.0056673096988966,177.91349910135446,20.31242329997696,0.5173075644110168,5.3968848809771455
21.152353735235252,14.192783456538685,0.7677161968371333,6.162280482170983,8.446103678367727,3.4962309137718215,169.09256896068302,21.490699332352648,0.6588464123608673,13.406499733249774
31.54800252112574,13.117564112225256,0.7661759164443391,5.984419701487444,10.657416743152554,1.6990812312975212,205.86968414488587,24.41826143147432,0.9490524321057353,7.419639583238645
23.102125831679565,12.705528296341122,0.8441940655424515,4.826959475379701,6.564183086590912,2.8490143275623794,183.06631638262104,18.20150904655753,0.1992853001237402,4.4556098304438665
32.45569846502997,9.123427335499326,0.7834471208600744,5.88370867255948,14.415535868790478,4.208523114141314,188.82431595273925,14.925585290189948,0.2709658809646355,6.930286390812384
33.60473313728779,13.0946600393496,0.8394128442503344,4.674634924912153,4.394813968503762,6.490926735416038,208.4473251900179,25.65607453748452,0.41775698165900754,2.0
29.861149379352554,8.641511449189966,0.9309234113292011,4.750341109416063,7.008689379605517,7.520903750194219,182.77362014225562,10.2781126338772,0.8281178225351422,9.315635499230327
20.316543110183268,10.092433985055067,0.821479487346156,5.181132900774895,7.195319658502465,10.231073744975033,217.19714443963082,19.03779008548622,0.6962339413762082,15.263142941920776
24.800551136373677,14.864176818365916,0.739231264475269,5.441480959121013,4.53617965247523,6.629680978243886,168.09316606683706,14.545207163826475,0.3363866000711832,8.463940027854942
32.49925935484123,11.993748869659242,0.8492069861729846,5.088423613259679,5.585090121155169,2.6201181193767185,212.45218872556282,15.751177859882905,0.46577000967755994,6.589419327060208
18.284202387753233,9.453122315980686,0.862443802959182,5.729192678386414,2.1178941434071543,3.927947568098342,165.4806959082609,22.736387445722094,0.4798159624289413,10.191434564794658
